BESTELLIDENT;TARGET_BETRUG;B_EMAIL;B_TELEFON;B_GEBDATUM;FLAG_LRIDENTISCH;FLAG_NEWSLETTER;Z_METHODE;Z_CARD_ART;Z_CARD_VALID;Z_LAST_NAME;WERT_BEST;TAG_BEST;TIME_BEST;ANZ_BEST;ANUMMER_01;ANUMMER_02;ANUMMER_03;ANUMMER_04;ANUMMER_05;ANUMMER_06;ANUMMER_07;ANUMMER_08;ANUMMER_09;ANUMMER_10;CHK_LADR;CHK_RADR;CHK_KTO;CHK_CARD;CHK_COOKIE;CHK_IP;FAIL_LPLZ;FAIL_LORT;FAIL_LPLZORTMATCH;FAIL_RPLZ;FAIL_RORT;FAIL_RPLZORTMATCH;SESSION_TIME;NEUKUNDE;ANZ_BEST_GES;WERT_BEST_GES;DATUM_LBEST;MAHN_AKT;MAHN_HOECHST
43552;nein;nein;nein;1952-09-27 00:00:00.000;nein;nein;Kreditkarte;Visa;12.2007;ja;9,99;Mo;1899-12-30 23:29:00.000;1;102090;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0
43553;nein;ja;nein;1963-11-28 00:00:00.000;ja;nein;Kreditkarte;Visa;07.2006;nein;41,89;So;1899-12-30 11:01:00.000;2;606310;404549;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;1;ja;0;0;1899-12-30 00:00:00.000;0;0
43554;nein;ja;nein;1977-06-16 00:00:00.000;ja;nein;Rechnung;;07.2005;;26;So;1899-12-30 04:13:00.000;1;407274;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;15;ja;0;0;1899-12-30 00:00:00.000;0;0
43555;nein;ja;nein;1961-04-05 00:00:00.000;ja;nein;Rechnung;;12.2006;;73,8;So;1899-12-30 20:42:00.000;2;202294;506520;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0
43556;nein;ja;nein;1982-11-02 00:00:00.000;nein;nein;Kreditkarte;Eurocard;08.2006;ja;78;Sa;1899-12-30 11:25:00.000;2;402677;402224;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;1;nein;1;5,69;2001-08-08 00:00:00.000;0;0
43558;nein;nein;nein;1952-09-27 00:00:00.000;ja;nein;Kundenkarte;Kundenkarte;12.2007;ja;6,5;Fr;1899-12-30 02:12:00.000;1;208397;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;2;nein;1;104,99;2003-10-30 00:00:00.000;0;2
43559;nein;nein;nein;1899-12-30 00:00:00.000;ja;nein;Kreditkarte;Eurocard;03.2006;ja;68,4;Mo;1899-12-30 17:40:00.000;1;400058;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;nein;1;14,97;2003-06-26 00:00:00.000;0;0
43560;nein;ja;nein;1951-12-28 00:00:00.000;nein;nein;Kreditkarte;Visa;10.2006;ja;68,4;Mi;1899-12-30 16:56:00.000;1;408679;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0
43561;nein;ja;nein;1965-05-03 00:00:00.000;ja;nein;Lastschrift;;01.2005;ja;26;Mi;1899-12-30 16:54:00.000;1;404485;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;2;37,88;2002-08-09 00:00:00.000;2;2
43562;nein;ja;nein;1971-09-15 00:00:00.000;ja;nein;Kreditkarte;Eurocard;11.2005;ja;29,99;Sa;1899-12-30 03:58:00.000;1;407741;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0
43564;nein;ja;nein;1972-11-30 00:00:00.000;nein;nein;Kreditkarte;Visa;03.2005;ja;23,5;Mo;1899-12-30 12:37:00.000;1;504792;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;123,6;2003-06-29 00:00:00.000;0;1
43565;nein;ja;nein;1985-04-27 00:00:00.000;ja;nein;Rechnung;;10.2006;;29,5;So;1899-12-30 14:42:00.000;1;403136;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;16;nein;1;10,51;2003-02-01 00:00:00.000;0;2
43566;nein;ja;nein;1966-11-23 00:00:00.000;ja;nein;Rechnung;;09.2005;;9,99;Mo;1899-12-30 09:41:00.000;1;509725;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;2;ja;0;0;1899-12-30 00:00:00.000;0;0
43567;nein;ja;nein;1969-10-12 00:00:00.000;ja;nein;Rechnung;;08.2005;;18;Fr;1899-12-30 17:52:00.000;1;401856;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;ja;0;0;1899-12-30 00:00:00.000;0;0
43569;nein;ja;nein;1981-01-26 00:00:00.000;nein;nein;Lastschrift;;07.2006;ja;64,5;Do;1899-12-30 01:30:00.000;1;403546;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0
43570;nein;nein;nein;1972-07-29 00:00:00.000;ja;nein;Rechnung;;12.2007;;29,3;Sa;1899-12-30 14:53:00.000;2;402440;209102;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0
43572;nein;ja;ja;1981-04-25 00:00:00.000;ja;nein;Rechnung;;08.2005;;64,5;So;1899-12-30 12:38:00.000;1;109500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0
43576;nein;ja;nein;1899-12-30 00:00:00.000;ja;nein;Kreditkarte;Eurocard;10.2005;ja;64,5;Sa;1899-12-30 06:43:00.000;1;401648;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0
43577;ja;nein;nein;1974-04-19 00:00:00.000;nein;nein;Lastschrift;;03.2005;ja;32;Di;1899-12-30 10:20:00.000;2;404735;408889;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;ja;0;0;1899-12-30 00:00:00.000;0;0
43579;nein;ja;nein;1979-02-12 00:00:00.000;ja;nein;Kreditkarte;Eurocard;10.2007;ja;62;Sa;1899-12-30 13:39:00.000;1;603776;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;ja;0;0;1899-12-30 00:00:00.000;0;0
43580;nein;ja;nein;1978-08-27 00:00:00.000;nein;nein;Kreditkarte;Eurocard;06.2005;ja;18,5;Sa;1899-12-30 11:03:00.000;1;406897;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;2;112,3;2002-11-30 00:00:00.000;0;0
43581;nein;ja;nein;1965-10-09 00:00:00.000;nein;nein;Lastschrift;;03.2007;ja;44;Di;1899-12-30 14:58:00.000;1;405958;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;ja;0;0;1899-12-30 00:00:00.000;0;0
43583;nein;ja;nein;1899-12-30 00:00:00.000;ja;nein;Kreditkarte;Visa;07.2006;ja;68,4;Mo;1899-12-30 20:08:00.000;1;401285;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0
43584;nein;ja;nein;1961-02-19 00:00:00.000;ja;nein;Rechnung;;01.2005;;34,5;Fr;1899-12-30 10:44:00.000;1;405874;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;nein;1;73,59;2003-11-22 00:00:00.000;0;0
43585;nein;ja;nein;1963-09-13 00:00:00.000;ja;nein;Rechnung;;09.2005;;51;Di;1899-12-30 14:53:00.000;1;208889;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0
43590;nein;ja;nein;1979-01-15 00:00:00.000;ja;nein;Rechnung;;03.2006;;12,6;Fr;1899-12-30 02:50:00.000;1;401241;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0
43591;nein;ja;nein;1976-06-15 00:00:00.000;ja;nein;Kreditkarte;Visa;07.2006;ja;17,99;Mi;1899-12-30 00:05:00.000;1;201796;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;ja;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0
43592;nein;ja;nein;1984-02-09 00:00:00.000;nein;nein;Kreditkarte;Eurocard;01.2006;ja;22,95;Fr;1899-12-30 15:42:00.000;1;201511;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0
43593;nein;nein;nein;1979-12-26 00:00:00.000;ja;nein;Kreditkarte;Visa;05.2007;ja;18;Sa;1899-12-30 08:21:00.000;1;207156;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0
43594;nein;ja;nein;1974-11-30 00:00:00.000;ja;nein;Rechnung;;07.2006;;12,6;Sa;1899-12-30 08:50:00.000;1;404935;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0
43595;nein;ja;ja;1985-11-06 00:00:00.000;ja;nein;Kreditkarte;Eurocard;10.2005;ja;22,4;So;1899-12-30 18:17:00.000;2;509500;206821;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;ja;0;0;1899-12-30 00:00:00.000;0;0
43596;nein;ja;nein;1985-01-29 00:00:00.000;nein;nein;Kreditkarte;Amex;03.2006;nein;17,5;Fr;1899-12-30 16:44:00.000;1;408499;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0
43598;nein;nein;nein;1967-07-22 00:00:00.000;ja;nein;Rechnung;;11.2006;;18,5;Di;1899-12-30 16:37:00.000;1;303367;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;nein;1;60,86;2003-01-29 00:00:00.000;0;0
43599;nein;ja;nein;1967-07-22 00:00:00.000;ja;nein;Rechnung;;12.2006;;5,2;Mo;1899-12-30 06:07:00.000;1;600767;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;2;nein;1;24,65;2004-03-19 00:00:00.000;0;0
43600;nein;nein;nein;1972-04-07 00:00:00.000;nein;nein;Kundenkarte;Kundenkarte;04.2005;ja;9,99;Mi;1899-12-30 19:44:00.000;1;105958;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;0;0;1899-12-30 00:00:00.000;0;0
43604;nein;ja;nein;1969-06-21 00:00:00.000;nein;nein;Kreditkarte;Visa;08.2006;ja;14,5;Sa;1899-12-30 03:13:00.000;1;306398;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;nein;1;37,27;2002-05-03 00:00:00.000;0;0
43605;nein;nein;nein;1979-12-17 00:00:00.000;ja;nein;Rechnung;;08.2006;;21,6;So;1899-12-30 02:15:00.000;2;406954;200476;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0
43606;nein;nein;ja;1980-10-02 00:00:00.000;ja;nein;Rechnung;;11.2007;;29,99;Mo;1899-12-30 21:06:00.000;1;404341;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;1;40,82;2004-03-31 00:00:00.000;2;2
43607;nein;ja;nein;1976-05-13 00:00:00.000;nein;nein;Kreditkarte;Visa;08.2006;ja;19,99;Mo;1899-12-30 10:20:00.000;1;302677;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;nein;1;21,66;2003-11-03 00:00:00.000;0;0
43608;nein;ja;nein;1940-05-31 00:00:00.000;ja;nein;Kundenkarte;Kundenkarte;02.2007;ja;34,5;Fr;1899-12-30 03:39:00.000;1;607359;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;nein;0;0;1899-12-30 00:00:00.000;0;0
43609;nein;ja;nein;1975-12-26 00:00:00.000;ja;nein;Rechnung;;10.2006;;73,95;Di;1899-12-30 22:25:00.000;2;509121;100767;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0
43611;nein;nein;nein;1976-02-16 00:00:00.000;ja;nein;Rechnung;;09.2007;;18,2;Di;1899-12-30 18:24:00.000;1;501893;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;ja;0;0;1899-12-30 00:00:00.000;0;0
43613;nein;ja;nein;1899-12-30 00:00:00.000;ja;nein;Kreditkarte;Visa;08.2007;ja;41;Fr;1899-12-30 14:43:00.000;1;403378;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;ja;0;0;1899-12-30 00:00:00.000;0;0
43615;nein;nein;nein;1964-02-28 00:00:00.000;ja;nein;Kreditkarte;Visa;11.2005;ja;185,85;Do;1899-12-30 12:07:00.000;5;206284;202294;405897;207359;307046;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;ja;0;0;1899-12-30 00:00:00.000;0;0
43616;nein;ja;nein;1974-09-01 00:00:00.000;ja;nein;Rechnung;;09.2005;;66,45;Mi;1899-12-30 08:15:00.000;2;101893;104159;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0
43618;nein;ja;nein;1974-10-26 00:00:00.000;ja;nein;Rechnung;;02.2006;;36,49;Sa;1899-12-30 08:59:00.000;2;606858;203772;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;ja;0;0;1899-12-30 00:00:00.000;0;0
43619;nein;ja;nein;1971-10-20 00:00:00.000;ja;nein;Rechnung;;03.2005;;23,5;Fr;1899-12-30 17:21:00.000;1;101619;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0
43620;nein;ja;nein;1974-07-17 00:00:00.000;nein;nein;Kreditkarte;Visa;02.2006;ja;43,5;Fr;1899-12-30 13:42:00.000;1;408801;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;nein;1;183,13;2001-02-05 00:00:00.000;0;0
43622;nein;ja;ja;1960-08-22 00:00:00.000;ja;nein;Rechnung;;07.2005;;61,3;So;1899-12-30 22:36:00.000;4;107570;404159;607046;600578;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0
43623;nein;ja;nein;1977-03-03 00:00:00.000;ja;nein;Rechnung;;11.2005;;34,5;Sa;1899-12-30 20:26:00.000;1;607359;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;nein;1;41,26;2002-01-31 00:00:00.000;0;0
43625;nein;ja;nein;1986-04-10 00:00:00.000;ja;nein;Rechnung;;08.2006;;56;Di;1899-12-30 15:06:00.000;1;102454;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;nein;1;19,87;2002-08-24 00:00:00.000;0;0
43627;nein;nein;nein;1952-02-20 00:00:00.000;ja;nein;Kundenkarte;Kundenkarte;03.2006;ja;175;Sa;1899-12-30 13:24:00.000;4;201216;402993;102133;103776;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;nein;0;0;1899-12-30 00:00:00.000;0;0
43629;nein;nein;nein;1974-03-20 00:00:00.000;ja;nein;Kundenkarte;Kundenkarte;10.2007;ja;125,79;Fr;1899-12-30 17:21:00.000;4;109006;600124;405338;102090;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;nein;0;0;1899-12-30 00:00:00.000;0;0
43630;nein;ja;ja;1966-05-27 00:00:00.000;ja;nein;Rechnung;;11.2006;;41;Mi;1899-12-30 21:10:00.000;1;300767;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;9,39;2003-03-29 00:00:00.000;0;2
43636;nein;ja;nein;1975-05-10 00:00:00.000;ja;ja;Lastschrift;;09.2006;ja;34,5;Sa;1899-12-30 16:47:00.000;1;205580;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;12,53;2004-07-02 00:00:00.000;0;0
43637;nein;ja;nein;1950-05-06 00:00:00.000;ja;nein;Kreditkarte;Visa;11.2005;ja;68,4;Sa;1899-12-30 20:45:00.000;1;408679;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;nein;1;52,1;2001-07-03 00:00:00.000;0;0
43638;nein;ja;ja;1984-04-26 00:00:00.000;ja;nein;Lastschrift;;12.2007;ja;112,2;Fr;1899-12-30 01:16:00.000;3;307699;405965;604258;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0
43640;nein;ja;ja;1973-08-09 00:00:00.000;ja;nein;Kreditkarte;Eurocard;02.2007;ja;106,5;Fr;1899-12-30 06:46:00.000;2;402448;404921;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;14,46;2003-07-16 00:00:00.000;0;0
43641;nein;ja;nein;1969-06-06 00:00:00.000;ja;nein;Rechnung;;09.2005;;46,5;Fr;1899-12-30 19:01:00.000;1;206959;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0
43642;nein;ja;nein;1980-01-15 00:00:00.000;ja;nein;Rechnung;;04.2006;;18,5;So;1899-12-30 11:24:00.000;1;102681;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0
43646;nein;nein;ja;1983-11-23 00:00:00.000;ja;nein;Rechnung;;10.2005;;68,4;Sa;1899-12-30 13:06:00.000;1;205284;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;nein;1;48,85;2002-04-01 00:00:00.000;0;0
43647;nein;ja;nein;1960-02-12 00:00:00.000;ja;nein;Rechnung;;10.2005;;18,2;Fr;1899-12-30 23:40:00.000;1;406520;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;ja;0;0;1899-12-30 00:00:00.000;0;0
43648;nein;ja;nein;1951-08-10 00:00:00.000;ja;nein;Rechnung;;04.2005;;5,2;Di;1899-12-30 12:01:00.000;1;400172;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;15;nein;1;352,23;2002-05-18 00:00:00.000;0;0
43649;nein;ja;nein;1984-05-25 00:00:00.000;ja;nein;Kundenkarte;Kundenkarte;06.2006;ja;22,95;Sa;1899-12-30 11:16:00.000;1;406507;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;2;nein;1;133,13;2004-08-11 00:00:00.000;0;0
43650;nein;nein;nein;1974-09-19 00:00:00.000;nein;nein;Kreditkarte;Visa;10.2007;ja;178,5;Mo;1899-12-30 07:32:00.000;3;507317;402448;303639;NULL;NULL;NULL;NULL;NULL;NULL;NULL;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;nein;3;89,43;2001-05-11 00:00:00.000;0;0
43651;nein;ja;nein;1975-04-24 00:00:00.000;ja;nein;Rechnung;;01.2006;;35,8;Fr;1899-12-30 15:17:00.000;2;407387;109006;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0
43652;nein;ja;nein;1981-06-15 00:00:00.000;nein;nein;Kreditkarte;Eurocard;01.2007;ja;17,5;Do;1899-12-30 13:20:00.000;1;400124;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;18;nein;2;387,9;2004-01-19 00:00:00.000;0;0
43654;nein;ja;ja;1964-03-07 00:00:00.000;ja;nein;Lastschrift;;11.2007;ja;42,8;So;1899-12-30 08:41:00.000;1;202469;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;ja;0;0;1899-12-30 00:00:00.000;0;0
43656;ja;ja;nein;1979-11-12 00:00:00.000;ja;nein;Rechnung;;04.2005;;92,3;Fr;1899-12-30 03:03:00.000;2;207703;207359;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;nein;1;20;2004-04-23 00:00:00.000;0;0
43658;nein;ja;nein;1953-07-01 00:00:00.000;nein;nein;Lastschrift;;07.2006;ja;18,2;Do;1899-12-30 16:31:00.000;1;408143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;65,76;2001-07-08 00:00:00.000;0;0
43660;ja;ja;nein;1963-06-09 00:00:00.000;ja;nein;Kreditkarte;Visa;02.2005;ja;52,79;Mi;1899-12-30 00:43:00.000;2;406282;204341;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;62,98;2002-07-06 00:00:00.000;0;0
43661;nein;ja;nein;1975-11-07 00:00:00.000;nein;nein;Lastschrift;;04.2005;nein;52;So;1899-12-30 07:12:00.000;1;103639;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;ja;4;ja;0;0;1899-12-30 00:00:00.000;0;0
43663;nein;nein;nein;1966-08-06 00:00:00.000;nein;nein;Kreditkarte;Visa;04.2007;ja;47,1;So;1899-12-30 12:15:00.000;2;506858;405874;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0
43664;nein;ja;ja;1972-05-29 00:00:00.000;ja;nein;Rechnung;;05.2005;;12,6;Di;1899-12-30 10:41:00.000;1;204522;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0
43666;nein;ja;nein;1970-01-12 00:00:00.000;ja;nein;Rechnung;;10.2007;;42;Sa;1899-12-30 21:11:00.000;2;204553;504792;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;45,11;2004-01-21 00:00:00.000;0;0
43667;nein;ja;nein;1964-12-28 00:00:00.000;ja;nein;Lastschrift;;05.2005;ja;10,8;So;1899-12-30 11:01:00.000;1;209386;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0
