"BESTELLIDENT";"TARGET_BETRUG";"B_EMAIL";"B_TELEFON";"B_GEBDATUM";"FLAG_LRIDENTISCH";"FLAG_NEWSLETTER";"Z_METHODE";"Z_CARD_ART";"Z_CARD_VALID";"Z_LAST_NAME";"WERT_BEST";"TAG_BEST";"TIME_BEST";"ANZ_BEST";"CHK_LADR";"CHK_RADR";"CHK_KTO";"CHK_CARD";"CHK_COOKIE";"CHK_IP";"FAIL_LPLZ";"FAIL_LORT";"FAIL_LPLZORTMATCH";"FAIL_RPLZ";"FAIL_RORT";"FAIL_RPLZORTMATCH";"SESSION_TIME";"NEUKUNDE";"ANZ_BEST_GES";"WERT_BEST_GES";"DATUM_LBEST";"MAHN_AKT";"MAHN_HOECHST";"ANUMMER_LIST"
"46387";"nein";"ja";"nein";"1965-12-19 00:00:00.000";"ja";"nein";"Rechnung";"-";"09.2005";"-";"51";"Do";"1899-12-30 00:46:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"ja";"nein";"8";"nein";"1";"26,19";"2001-12-29 00:00:00.000";"0";"0";"[405431]"
"46389";"nein";"ja";"nein";"1973-08-20 00:00:00.000";"ja";"nein";"Rechnung";"-";"07.2007";"-";"5,2";"Mo";"1899-12-30 15:27:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[406160]"
"46392";"nein";"ja";"nein";"1963-04-19 00:00:00.000";"ja";"nein";"Rechnung";"-";"03.2007";"-";"61,5";"Mi";"1899-12-30 17:06:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"nein";"1";"21,87";"2003-02-02 00:00:00.000";"0";"0";"[607046,306858]"
"46395";"nein";"ja";"nein";"1964-04-21 00:00:00.000";"ja";"nein";"Rechnung";"-";"08.2007";"-";"68,79";"Sa";"1899-12-30 13:24:00.000";"3";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[101371,202089,405966]"
"46396";"nein";"ja";"nein";"1978-05-21 00:00:00.000";"ja";"nein";"Rechnung";"-";"02.2005";"-";"38,8";"Fr";"1899-12-30 15:43:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"11";"nein";"2";"22,16";"2004-03-02 00:00:00.000";"0";"0";"[402399,402454]"
"46398";"nein";"ja";"nein";"1967-04-26 00:00:00.000";"nein";"nein";"Kreditkarte";"Amex";"02.2006";"ja";"23,5";"Sa";"1899-12-30 09:11:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"nein";"1";"21,07";"2004-12-24 00:00:00.000";"0";"0";"[504792]"
"46399";"nein";"ja";"nein";"1978-07-12 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"05.2005";"ja";"26";"Mo";"1899-12-30 04:08:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"4";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[204258]"
"46400";"nein";"ja";"nein";"1981-08-13 00:00:00.000";"nein";"nein";"Lastschrift";"-";"07.2005";"ja";"68,4";"Di";"1899-12-30 08:21:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[505685]"
"46403";"nein";"ja";"nein";"1968-12-02 00:00:00.000";"ja";"nein";"Lastschrift";"-";"09.2005";"ja";"57,5";"Sa";"1899-12-30 17:32:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"nein";"2";"108,98";"2004-11-18 00:00:00.000";"0";"0";"[107610,107570]"
"46404";"nein";"ja";"nein";"1899-12-30 00:00:00.000";"ja";"nein";"Rechnung";"-";"05.2007";"-";"14,5";"So";"1899-12-30 13:03:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"7";"nein";"1";"7,88";"2004-04-22 00:00:00.000";"0";"0";"[209670]"
"46406";"nein";"ja";"nein";"1985-11-06 00:00:00.000";"ja";"nein";"Rechnung";"-";"12.2007";"-";"32,5";"Mi";"1899-12-30 19:47:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"7";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[400925,404792]"
"46407";"nein";"ja";"nein";"1899-12-30 00:00:00.000";"ja";"ja";"Rechnung";"-";"10.2006";"-";"43,5";"Sa";"1899-12-30 19:17:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"nein";"1";"46,29";"2001-01-22 00:00:00.000";"0";"0";"[204159]"
"46408";"nein";"ja";"nein";"1983-06-09 00:00:00.000";"ja";"nein";"Rechnung";"-";"02.2005";"-";"47,7";"Fr";"1899-12-30 09:26:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"13";"nein";"1";"109,25";"2003-05-07 00:00:00.000";"0";"2";"[406859,104792]"
"46409";"nein";"ja";"nein";"1979-10-27 00:00:00.000";"ja";"nein";"Rechnung";"-";"08.2007";"-";"29,5";"Di";"1899-12-30 22:15:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"3";"nein";"1";"13,85";"2001-09-02 00:00:00.000";"0";"0";"[401371]"
"46410";"nein";"nein";"ja";"1963-10-08 00:00:00.000";"ja";"nein";"Kreditkarte";"Visa";"06.2007";"ja";"170,9";"Sa";"1899-12-30 20:55:00.000";"3";"nein";"nein";"nein";"nein";"ja";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"4";"nein";"2";"18,52";"2003-12-09 00:00:00.000";"0";"0";"[402681,407699,100959]"
"46411";"nein";"ja";"nein";"1962-09-06 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"03.2006";"ja";"120,4";"So";"1899-12-30 01:38:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"nein";"1";"33,66";"2004-08-31 00:00:00.000";"0";"0";"[409725,606284]"
"46412";"nein";"ja";"nein";"1965-06-08 00:00:00.000";"ja";"nein";"Rechnung";"-";"03.2006";"-";"23,5";"So";"1899-12-30 20:34:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"nein";"2";"40,1";"2004-07-31 00:00:00.000";"0";"2";"[406781]"
"46414";"nein";"ja";"nein";"1964-08-19 00:00:00.000";"ja";"nein";"Rechnung";"-";"10.2007";"-";"18,5";"Di";"1899-12-30 13:55:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"7";"nein";"1";"18,33";"2001-02-06 00:00:00.000";"0";"0";"[409053]"
"46415";"nein";"ja";"nein";"1976-07-09 00:00:00.000";"ja";"nein";"Rechnung";"-";"04.2006";"-";"18,2";"Mi";"1899-12-30 00:33:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[406859]"
"46418";"nein";"ja";"ja";"1963-10-17 00:00:00.000";"ja";"ja";"Rechnung";"-";"09.2005";"-";"26";"Fr";"1899-12-30 12:49:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"ja";"14";"nein";"1";"92,6";"2001-05-19 00:00:00.000";"2";"2";"[604258]"
"46421";"nein";"nein";"nein";"1975-08-27 00:00:00.000";"ja";"nein";"Kreditkarte";"Visa";"08.2005";"nein";"46,5";"Sa";"1899-12-30 16:58:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"ja";"3";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[206959]"
"46422";"nein";"ja";"nein";"1963-05-30 00:00:00.000";"ja";"nein";"Kreditkarte";"Amex";"09.2006";"nein";"16";"Mi";"1899-12-30 00:31:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"5";"nein";"2";"22,7";"2002-06-05 00:00:00.000";"0";"0";"[609725]"
"46427";"nein";"ja";"nein";"1899-12-30 00:00:00.000";"ja";"nein";"Rechnung";"-";"03.2007";"-";"32,8";"Sa";"1899-12-30 13:09:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"13";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[105685]"
"46430";"nein";"nein";"nein";"1978-11-20 00:00:00.000";"ja";"nein";"Kreditkarte";"Eurocard";"11.2005";"ja";"55,99";"Di";"1899-12-30 00:48:00.000";"5";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"7";"nein";"1";"81,48";"2000-12-14 00:00:00.000";"1";"1";"[406203,409101,409826,202062,404371]"
"46431";"nein";"ja";"nein";"1978-11-05 00:00:00.000";"ja";"ja";"Rechnung";"-";"07.2006";"-";"88";"Mo";"1899-12-30 14:43:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[103397,403533]"
"46432";"nein";"ja";"nein";"1971-11-27 00:00:00.000";"ja";"nein";"Rechnung";"-";"04.2005";"-";"14,5";"Mi";"1899-12-30 14:41:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[209670]"
"46434";"nein";"ja";"nein";"1972-12-03 00:00:00.000";"ja";"nein";"Rechnung";"-";"06.2005";"-";"17,99";"Do";"1899-12-30 10:14:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"1";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[201796]"
"46435";"nein";"ja";"nein";"1978-05-18 00:00:00.000";"ja";"nein";"Kreditkarte";"Eurocard";"10.2005";"ja";"23,5";"Sa";"1899-12-30 14:11:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[101619]"
"46438";"nein";"nein";"nein";"1950-11-21 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"08.2005";"ja";"93";"Do";"1899-12-30 07:46:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"11";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[100925,309500]"
"46439";"nein";"nein";"nein";"1965-04-13 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"03.2007";"ja";"22,95";"Mi";"1899-12-30 00:16:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"11";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[200214]"
"46440";"nein";"ja";"nein";"1940-07-04 00:00:00.000";"ja";"nein";"Rechnung";"-";"11.2007";"-";"18,2";"Sa";"1899-12-30 09:00:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[400293]"
"46442";"nein";"ja";"nein";"1967-09-23 00:00:00.000";"ja";"nein";"Rechnung";"-";"11.2006";"-";"43,5";"Do";"1899-12-30 09:28:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[408801]"
"46443";"ja";"ja";"nein";"1969-11-04 00:00:00.000";"ja";"nein";"Kreditkarte";"Eurocard";"08.2007";"ja";"12,6";"So";"1899-12-30 07:49:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[101967]"
"46444";"nein";"ja";"nein";"1971-04-15 00:00:00.000";"ja";"nein";"Rechnung";"-";"07.2005";"-";"25,3";"Mi";"1899-12-30 19:37:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"11";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[302133,403397]"
"46445";"ja";"ja";"nein";"1986-01-16 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"12.2005";"nein";"8,5";"Mi";"1899-12-30 17:57:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[401402]"
"46446";"nein";"ja";"ja";"1973-10-24 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"11.2005";"ja";"68,4";"Mo";"1899-12-30 17:49:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"7";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[408679]"
"46447";"nein";"ja";"nein";"1970-07-25 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"01.2006";"ja";"8,5";"Mo";"1899-12-30 19:00:00.000";"1";"nein";"ja";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"14";"nein";"1";"17,57";"2002-03-06 00:00:00.000";"0";"2";"[400953]"
"46448";"nein";"ja";"nein";"1966-11-04 00:00:00.000";"ja";"nein";"Rechnung";"-";"01.2006";"-";"29,99";"Mi";"1899-12-30 23:44:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[502133]"
"46452";"nein";"ja";"nein";"1899-12-30 00:00:00.000";"nein";"nein";"Lastschrift";"-";"02.2007";"ja";"31,9";"Do";"1899-12-30 09:11:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"nein";"1";"12,18";"2004-03-09 00:00:00.000";"0";"0";"[102677]"
"46453";"nein";"nein";"nein";"1960-11-12 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"09.2005";"ja";"17,8";"So";"1899-12-30 12:26:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"nein";"1";"268,48";"2004-05-17 00:00:00.000";"0";"0";"[402243]"
"46454";"nein";"ja";"nein";"1968-03-02 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"12.2006";"ja";"17,8";"Mi";"1899-12-30 01:23:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"nein";"1";"21,73";"2002-01-06 00:00:00.000";"0";"1";"[400147]"
"46455";"nein";"ja";"nein";"1982-03-01 00:00:00.000";"ja";"nein";"Rechnung";"-";"06.2005";"-";"16";"So";"1899-12-30 15:33:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"13";"nein";"1";"26,83";"2001-10-17 00:00:00.000";"0";"0";"[206929]"
"46456";"nein";"nein";"nein";"1976-01-25 00:00:00.000";"ja";"nein";"Rechnung";"-";"06.2007";"-";"8,5";"Mi";"1899-12-30 19:03:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"4";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[500959]"
"46457";"nein";"ja";"ja";"1974-01-29 00:00:00.000";"ja";"nein";"Rechnung";"-";"09.2005";"-";"29,99";"Fr";"1899-12-30 05:00:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"11";"nein";"2";"48,66";"2003-12-19 00:00:00.000";"0";"0";"[305685]"
"46459";"nein";"ja";"nein";"1976-01-30 00:00:00.000";"ja";"nein";"Kreditkarte";"Eurocard";"02.2005";"ja";"29,5";"Mo";"1899-12-30 11:08:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[603639]"
"46461";"nein";"ja";"nein";"1961-03-20 00:00:00.000";"nein";"nein";"Lastschrift";"-";"06.2005";"ja";"29,5";"So";"1899-12-30 09:42:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[502090]"
"46463";"nein";"nein";"nein";"1986-10-06 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"07.2007";"ja";"18";"Fr";"1899-12-30 13:43:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"ja";"2";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[403776]"
"46464";"nein";"ja";"ja";"1976-08-30 00:00:00.000";"nein";"nein";"Kreditkarte";"Amex";"03.2005";"ja";"8,5";"Fr";"1899-12-30 12:59:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[403950]"
"46466";"nein";"ja";"nein";"1978-04-25 00:00:00.000";"ja";"nein";"Kreditkarte";"Visa";"07.2006";"ja";"31,9";"Do";"1899-12-30 14:53:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"5";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[404549]"
"46467";"nein";"ja";"nein";"1980-10-23 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"03.2005";"ja";"35,8";"Mo";"1899-12-30 05:45:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"nein";"3";"212,82";"2001-02-12 00:00:00.000";"0";"1";"[206821,609500]"
"46468";"nein";"ja";"nein";"1977-06-18 00:00:00.000";"ja";"nein";"Kreditkarte";"Eurocard";"12.2007";"ja";"57,8";"Sa";"1899-12-30 05:48:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"13";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[601893]"
"46469";"nein";"ja";"nein";"1956-05-29 00:00:00.000";"ja";"nein";"Rechnung";"-";"08.2007";"-";"52";"Mi";"1899-12-30 13:44:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"4";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[104522]"
"46471";"nein";"nein";"ja";"1963-11-11 00:00:00.000";"ja";"nein";"Kreditkarte";"Visa";"09.2006";"ja";"52";"Di";"1899-12-30 18:05:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[507699]"
"46473";"nein";"ja";"nein";"1960-05-23 00:00:00.000";"ja";"nein";"Kreditkarte";"Amex";"03.2007";"ja";"16";"Mi";"1899-12-30 13:00:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"nein";"1";"15,13";"2004-08-09 00:00:00.000";"0";"0";"[400767]"
"46474";"nein";"ja";"nein";"1969-09-20 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"05.2005";"ja";"17,99";"Do";"1899-12-30 07:09:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"4";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[201796]"
"46475";"nein";"ja";"nein";"1954-01-06 00:00:00.000";"nein";"nein";"Kreditkarte";"Eurocard";"03.2005";"ja";"37";"So";"1899-12-30 21:07:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"7";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[409013]"
"46476";"ja";"ja";"nein";"1973-07-06 00:00:00.000";"ja";"nein";"Rechnung";"-";"06.2005";"-";"92";"Do";"1899-12-30 12:34:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[507610,405767]"
"46477";"nein";"ja";"ja";"1961-08-03 00:00:00.000";"ja";"nein";"Kundenkarte";"Kundenkarte";"03.2005";"ja";"105,4";"Di";"1899-12-30 16:56:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"nein";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[205284,406858]"
"46478";"nein";"ja";"nein";"1980-06-19 00:00:00.000";"ja";"nein";"Kreditkarte";"Eurocard";"09.2007";"ja";"102,8";"Mi";"1899-12-30 20:52:00.000";"3";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"4";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[209736,408126,107359]"
"46479";"nein";"nein";"nein";"1977-01-19 00:00:00.000";"nein";"nein";"Kundenkarte";"Kundenkarte";"09.2005";"ja";"68,4";"Do";"1899-12-30 06:10:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"16";"nein";"2";"85,32";"2004-07-19 00:00:00.000";"0";"0";"[100124]"
"46481";"nein";"ja";"nein";"1968-06-30 00:00:00.000";"nein";"nein";"Lastschrift";"-";"02.2007";"ja";"18,5";"Do";"1899-12-30 19:58:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"12";"nein";"1";"32,79";"2004-09-18 00:00:00.000";"0";"0";"[304485]"
"46484";"nein";"ja";"nein";"1983-03-18 00:00:00.000";"ja";"nein";"Lastschrift";"-";"06.2007";"ja";"53";"Mi";"1899-12-30 07:42:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"6";"nein";"1";"101,22";"2003-05-29 00:00:00.000";"0";"1";"[404522,300953]"
"46486";"nein";"ja";"nein";"1975-03-18 00:00:00.000";"ja";"nein";"Rechnung";"-";"02.2007";"-";"62";"Sa";"1899-12-30 14:42:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"nein";"1";"8,38";"2003-09-18 00:00:00.000";"0";"0";"[108889]"
"46488";"nein";"nein";"nein";"1969-04-05 00:00:00.000";"nein";"nein";"Kreditkarte";"Visa";"10.2005";"ja";"26";"Mi";"1899-12-30 23:23:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"13";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[604258]"
"46489";"nein";"ja";"ja";"1979-09-25 00:00:00.000";"nein";"nein";"Lastschrift";"-";"03.2005";"ja";"47,1";"Mo";"1899-12-30 16:56:00.000";"2";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"11";"nein";"1";"22,6";"2004-05-09 00:00:00.000";"2";"2";"[205874,607359]"
"46491";"nein";"ja";"ja";"1979-03-19 00:00:00.000";"ja";"nein";"Rechnung";"-";"08.2006";"-";"46,5";"Sa";"1899-12-30 09:14:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"15";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[601371]"
"46493";"nein";"ja";"nein";"1964-06-16 00:00:00.000";"ja";"nein";"Rechnung";"-";"10.2007";"-";"19,99";"So";"1899-12-30 02:36:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[107255]"
"46494";"nein";"nein";"nein";"1960-04-25 00:00:00.000";"ja";"nein";"Rechnung";"-";"03.2005";"-";"22,95";"So";"1899-12-30 10:48:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"nein";"1";"78,38";"2001-01-11 00:00:00.000";"0";"0";"[304159]"
"46495";"nein";"ja";"ja";"1977-03-02 00:00:00.000";"ja";"nein";"Rechnung";"-";"09.2006";"-";"68,4";"Sa";"1899-12-30 13:31:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"11";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[505685]"
"46496";"nein";"ja";"nein";"1956-08-04 00:00:00.000";"ja";"nein";"Rechnung";"-";"04.2005";"-";"32,8";"Mi";"1899-12-30 05:07:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[406282]"
"46499";"nein";"ja";"ja";"1971-12-29 00:00:00.000";"ja";"nein";"Rechnung";"-";"10.2007";"-";"31,9";"Di";"1899-12-30 17:19:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"10";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[409015]"
"46500";"nein";"ja";"nein";"1966-01-25 00:00:00.000";"ja";"nein";"Lastschrift";"-";"01.2006";"ja";"39,5";"Di";"1899-12-30 10:08:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"14";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[306284]"
"46501";"nein";"ja";"nein";"1985-08-19 00:00:00.000";"ja";"nein";"Rechnung";"-";"04.2005";"-";"34,5";"Mi";"1899-12-30 05:33:00.000";"1";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"9";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[101856]"
"46503";"nein";"ja";"ja";"1971-03-15 00:00:00.000";"ja";"nein";"Rechnung";"-";"11.2005";"-";"46,5";"Mo";"1899-12-30 02:27:00.000";"3";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"nein";"8";"ja";"0";"0";"1899-12-30 00:00:00.000";"0";"0";"[104341,204242,200147]"
